color,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Rand
1,6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,6,0.0208952567
1,7,0.16,0.73,1,0.138,58,150,0.9936,3.08,0.3,9.2,5,0.2457784242
1,6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,5,0.1344033771
1,7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,6,0.9265120886
1,9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,6,0.2475791476
1,6.3,0.36,0.5,8.3,0.053,51,202,0.9955,3.2,0.51,9.6,6,0.511493322
1,7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,6,0.1948579666
1,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,6,0.3065938801
1,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6,0.9024112036
0,10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,5,0.1820607414
1,7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,6,0.0943362892
0,7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,5,0.0793359242
0,7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,5,0.0660251325
0,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,0.4987683946
1,5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,5,0.8249995615
1,7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6,0.3372016179
1,7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,6,0.6733626726
1,8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,7,0.6052481593
1,6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,6,0.2109572056
1,7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5,0.7129112403
0,9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,5,0.3662100937
0,6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,6,0.7691562579
1,6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,6,0.1956001532
0,7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,6,0.8337205043
0,7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5,0.3927348803
1,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,7,0.4135775464
1,6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,7,0.0774749874
1,5.8,0.25,0.26,13.1,0.051,44,148,0.9972,3.29,0.38,9.3,5,0.1638202365
0,7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,7,0.1333884152
1,8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,6,0.3535512246
1,7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,6,0.6515972547
1,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8,0.8392344154
0,9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,6,0.5561181435
1,7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,5,0.8021499899
1,7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,6,0.5125250546
0,10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,6,0.2184226324
1,7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,6,0.3110020824
0,11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,5,0.8737918683
1,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,4,0.7404554212
1,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6,0.6523043143
1,7.3,0.13,0.32,14.4,0.051,34,109,0.9974,3.2,0.35,9.2,6,0.2627633403
0,7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,6,0.5061113827
0,10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,0.0715445918
1,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5,0.5941248545
1,6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,6,0.7252364105
1,6.6,0.13,0.3,4.9,0.058,47,131,0.9946,3.51,0.45,10.3,6,0.3596032257
1,7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,7,0.9507483188
1,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,0.2584606768
1,6.5,0.15,0.32,1.3,0.036,19,76,0.98964,3.18,0.41,12.3,6,0.5156711875
1,6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,6,0.9243399454
0,6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1,5,0.9440596914
1,7.2,0.18,0.41,1.2,0.048,41,97,0.9919,3.14,0.45,10.4,5,0.0613400221
1,6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6,5,0.7041593194
1,5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,7,0.8281548682
1,7.1,0.38,0.4,2.2,0.042,54,201,0.99177,3.03,0.5,11.4,5,0.1766720223
1,6.4,0.38,0.26,8.2,0.043,28,98,0.99234,2.99,0.31,11.4,6,0.507651689
0,6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,5,0.0744347782
0,7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7,0.3284579671
1,6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,6,0.8015201848
1,7,0.31,0.29,1.4,0.037,33,128,0.9896,3.12,0.36,12.2,7,0.6390760355
1,5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,6,0.1606296508
1,7.4,0.33,0.44,7.6,0.05,40,227,0.99679,3.12,0.52,9,5,0.7577354345
1,7.5,0.3,0.21,6.55,0.026,33,143,0.99244,2.92,0.35,11.1,5,0.9293453181
1,6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13,6,0.0307446425
1,6.5,0.26,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9,5,0.1780131154
1,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,0.5191598076
0,8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,5,0.3784902226
1,6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5,0.7665817614
1,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,0.8431521994
0,6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,6,0.4464524575
1,6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,6,0.7482622436
1,6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,6,0.6141508052
1,6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,0.2569546581
1,7.4,0.16,0.31,6.85,0.059,31,131,0.9952,3.29,0.34,9.7,5,0.1790966173
1,7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,6,0.2569984696
1,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6,0.3026546726
1,7,0.36,0.14,11.6,0.043,35,228,0.9977,3.13,0.51,8.9,5,0.8711400756
1,6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,0.7084877829
1,6,0.16,0.36,1.6,0.042,13,61,0.99143,3.22,0.54,10.8,6,0.8540438123
1,8.1,0.24,0.32,10.5,0.03,34,105,0.99407,3.11,0.42,11.8,6,0.5791028352
1,6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4,4,0.3864633874
0,7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6,0.855081643
1,6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,6,0.4655942479
1,6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,4,0.6110019053
0,7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5,0.870042206
1,7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,6,0.9502438102
1,6.3,0.27,0.46,11.75,0.037,61,212,0.9971,3.25,0.53,9.5,6,0.1358805296
1,6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,5,0.3554510353
1,6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,6,0.0518801888
1,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6,0.1383366706
1,6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,7,0.3214192532
0,7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,6,0.4229808783
0,11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,7,0.6042363248
1,8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,5,0.8103677852
0,6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,3,0.8984395091
1,7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,6,0.6082348889
1,7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,5,0.7762849489
1,5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,6,0.4097294135
1,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,0.5319288501
0,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,0.9182564663
1,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,0.5886970039
1,7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2,6,0.1740285137
1,7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5,0.4829889245
1,6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,6,0.4260031036
0,8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,6,0.9471616538
1,8.3,0.14,0.45,1.5,0.039,18,98,0.99215,3.02,0.56,11,6,0.1568236547
1,7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,8,0.6670476722
1,6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3,6,0.7848302962
1,8.8,0.27,0.25,5,0.024,52,99,0.9925,2.87,0.49,11.4,5,0.9468883574
0,11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7,0.0979130922
1,7.1,0.35,0.24,15.4,0.055,46,198,0.9988,3.12,0.49,8.8,5,0.7746056747
1,6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5,0.6414007414
0,7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5,0.2958682936
1,6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8,5,0.4757729785
0,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5,0.3964309094
1,7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5,0.3371246171
1,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6,0.9480538452
1,6.9,0.29,0.41,7.8,0.046,52,171,0.99537,3.12,0.51,9.6,5,0.2264766383
1,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5,0.5467763499
1,8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,6,0.8403058739
0,7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,6,0.1886066673
1,5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,0.7730468782
0,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,0.6972376811
1,6.9,0.3,0.21,7.2,0.045,54,190,0.99595,3.22,0.48,9.4,5,0.363139983
0,7.3,1.07,0.09,1.7,0.178,10,89,0.9962,3.3,0.57,9,5,0.8058547932
1,7,0.24,0.32,1.3,0.037,39,123,0.992,3.17,0.42,11.2,8,0.9853497082
1,6.2,0.3,0.26,13.4,0.046,57,206,0.99775,3.17,0.43,9.5,6,0.3301378358
1,6.3,0.26,0.21,4,0.03,24,125,0.9915,3.06,0.34,10.7,6,0.9459607061
1,6.3,0.2,0.3,5.9,0.034,35,152,0.99642,3.47,0.4,8.5,6,0.0118009003
1,8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,4,0.4185190424
1,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7,0.6789460715
1,6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,6,0.5578036667
1,6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,5,0.9587750342
1,6.2,0.3,0.32,1.3,0.054,27,183,0.99266,3.3,0.43,10.1,5,0.1463316125
1,4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,0.8229603069
0,6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,5,0.0300805336
1,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6,0.3813002822
0,7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,5,0.0162410978
1,8.1,0.25,0.38,3.8,0.051,18,129,0.9928,3.21,0.38,11.5,6,0.5164030073
1,6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,6,0.5701704305
1,7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,6,0.1158814267
1,6.7,0.34,0.3,15.6,0.054,51,196,0.9982,3.19,0.49,9.3,5,0.6884167246
1,5.8,0.27,0.4,1.2,0.076,47,130,0.99185,3.13,0.45,10.3,6,0.1372040412
0,8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,7,0.7529036992
1,6.9,0.44,0.18,11.8,0.051,26,126,0.9975,3.23,0.48,9.1,5,0.3944442263
1,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,0.6739462179
1,7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6,0.5966582047
1,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,0.6312783218
1,6.9,0.23,0.4,7.5,0.04,50,151,0.9927,3.11,0.27,11.4,6,0.6729481742
1,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,0.2340979555
0,7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,5,0.4248849493
1,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5,0.5819737767
1,7.4,0.32,0.27,1.4,0.049,38,173,0.99335,3.03,0.52,9.3,5,0.0749999958
1,7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,5,0.8529720535
1,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6,0.9479279101
1,6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,5,0.2225372023
1,7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,8,0.5073293005
1,9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,9,0.5040787535
1,6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7,6,0.7458855694
1,8.5,0.24,0.47,15.2,0.057,40,234,1.0005,3.02,0.66,9,5,0.8338806606
1,9.8,0.36,0.46,10.5,0.038,4,83,0.9956,2.89,0.3,10.1,4,0.0228182543
1,7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9,6,0.7435380577
0,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,0.7188070891
1,6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,5,0.5946391686
0,7.3,0.33,0.47,2.1,0.077,5,11,0.9958,3.33,0.53,10.3,6,0.6061491233
0,7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,5,0.5856679694
1,7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1,5,0.8468515307
1,9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,5,0.1252344726
0,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,0.6011849197
0,6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6,0.930846547
1,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,0.9868264594
1,6.7,0.2,0.41,9.1,0.044,50,166,0.9954,3.14,0.58,9.8,6,0.2247247172
1,6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1,6,0.5662119766
1,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7,0.9020948394
1,8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,6,0.4337584693
1,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,0.7945387084
1,6.7,0.26,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,6,0.5689655701
1,7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,6,0.1138502287
1,7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,6,0.8086182023
1,6.8,0.19,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3,7,0.6804818993
1,7.2,0.615,0.1,1.4,0.068,25,154,0.99499,3.2,0.48,9.7,4,0.603071196
1,6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5,6,0.4256075344
1,6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,5,0.1550752847
1,7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,6,0.809976103
1,8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,6,0.2195358097
1,6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,7,0.3415097047
1,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,0.7429401192
1,6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.5333333333,5,0.9501834365
1,6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6,0.7403202278
1,6.4,0.16,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10,6,0.8512292691
1,6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,6,0.9253812826
1,6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7,0.477416137
0,6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,5,0.5636677777
1,6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,6,0.8912961492
1,5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1,5,0.2450089848
1,6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13,7,0.3109202127
0,10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6,0.2026161246
1,6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7,7,0.5773847126
1,7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,6,0.9104680999
1,7.4,0.29,0.48,12.8,0.037,61.5,182,0.99808,3.02,0.34,8.8,5,0.0855176484
1,6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,6,0.3417681078
1,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5,0.6101636412
1,6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,5,0.4679845581
1,6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,6,0.5599744874
1,7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1,7,0.6556776124
1,7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,6,0.4789730718
1,6.5,0.48,0.02,0.9,0.043,32,99,0.99226,3.14,0.47,9.8,4,0.2034888919
0,9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,7,0.551280264
1,4.8,0.21,0.21,10.2,0.037,17,112,0.99324,3.66,0.48,12.2,7,0.3149809036
1,5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6,0.9974843508
1,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,0.813170871
0,8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,5,0.9590722341
1,6.3,0.55,0.45,13,0.047,33,182,0.9974,3.2,0.46,9.2,6,0.4945325342
0,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5,0.5921091207
1,6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,5,0.5440063635
1,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6,0.0766097018
0,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,0.8573342501
1,7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6,0.7415916983
1,8.4,0.29,0.29,1.05,0.032,4,55,0.9908,2.91,0.32,11.4,4,0.1846752365
1,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6,0.6344472696
1,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5,0.5935125945
0,10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,4,0.1743324772
1,6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8,8,0.803615106
1,6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,6,0.5437803962
1,8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,6,0.9759684112
1,6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6,0.2339709308
1,6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,7,0.0897461225
0,7.8,0.58,0.02,2,0.073,9,18,0.9968,3.36,0.57,9.5,7,0.2811499899
1,7.7,0.25,0.43,4.5,0.062,20,115,0.9966,3.38,0.5,9.9,6,0.0701293289
1,5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,6,0.2718173726
1,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6,0.9256363283
0,6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,6,0.1025891022
0,7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5,0.3900921124
1,5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8,0.606051631
0,5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,5,0.7212903693
1,7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,7,0.5685784006
1,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5,0.2330742977
1,6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,6,0.3412209705
0,7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5,0.6901210693
1,9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,5,0.3379614521
0,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,0.0661194159
1,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,5,0.3870733795
1,7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,5,0.9481066
1,7,0.27,0.74,1.5,0.036,27,122,0.9926,3.35,0.48,11.2,6,0.9800442781
0,8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,0.8439946331
1,8.2,0.4,0.48,13.7,0.042,59,169,0.9986,3.1,0.52,9.4,5,0.2202535197
1,7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2,6,0.7723511097
1,6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,6,0.7837405982
0,8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,5,0.9642731315
0,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,0.0359123414
0,9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7,0.7158501646
1,6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,6,0.1217670704
1,6.1,0.32,0.37,1.8,0.051,13,200,0.9945,3.49,0.44,10.5,4,0.0964181314
1,6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6,0.9288591915
1,6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6,0.1093135672
1,6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,7,0.6128463917
1,6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6,0.6645895876
1,7,0.24,0.34,3,0.035,36,102,0.9905,3.18,0.43,12.2,6,0.9154710746
1,6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,0.3417430655
1,5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7,0.0883857291
1,5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,6,0.6812563343
1,7,0.33,0.32,1.2,0.053,38,138,0.9906,3.13,0.28,11.2,6,0.6350406148
1,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7,0.1087471913
1,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,0.9657655063
1,5.5,0.31,0.29,3,0.027,16,102,0.99067,3.23,0.56,11.2,6,0.1065555636
1,7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.0333333333,6,0.1477591079
1,6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6,0.0238777599
1,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,0.232112122
1,7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,6,0.204723794
0,10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,6,0.8719023946
1,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6,0.5034132521
